household_key,clv_futuro_predicho
1,613.0090431993278
2,430.31097940118093
3,275.48040833786393
4,251.83432420338752
5,84.86112122483648
6,797.6825187384063
7,603.7488917467363
8,644.413072793554
9,233.03251015198708
10,22.122305789941194
11,30.99533170268259
12,31.719629908260764
13,1767.1247429952282
14,340.61063596720595
15,261.60059083025334
16,235.25450556090476
17,481.7424589678968
18,1051.8515934522497
19,1453.0592315647198
20,1003.3784343927767
21,140.01060001723636
22,718.3982320972107
23,436.18583801347336
24,353.5097555531394
25,394.7737978040999
26,372.845110965263
27,700.469332524642
28,326.6722212288658
29,113.33523351889833
30,131.84161767205322
31,662.7042329025353
32,336.9287154464623
33,144.35724976689684
34,71.02002482705156
35,84.32483555716499
36,758.8795509953128
37,401.95594629833005
38,85.9949865642454
39,813.8709063218419
40,1539.168579150811
41,439.91757106827293
42,315.52002927251266
43,75.65759094678627
44,101.83686202012782
45,75.47540453143364
46,1185.60385707958
47,382.0260830887815
48,82.1319323483007
49,751.464426203904
50,42.2238866871767
51,382.4088871517208
52,689.8178870751707
53,403.7270593232528
54,25.95258045557874
55,187.78688001420113
56,1037.3940637774444
57,498.08424165392836
58,1543.1109844570196
59,275.90725486493795
60,70.82006174157678
61,15.650209761990052
62,95.79248887689394
63,129.64650637841106
64,487.5064506101022
65,316.2161834651429
66,106.1003987909579
67,1477.5981943470454
68,650.114069576958
69,818.074514147074
70,49.86586748953147
71,451.4257146648134
72,876.7288860016376
73,134.1303817908183
74,307.71315703734405
75,268.78012233710325
76,62.21591690132485
77,810.4996097344782
78,300.2119007898564
79,642.9022585244907
80,501.8077989888161
81,553.3726385282619
82,86.56273149830928
83,213.4617163397238
84,221.5384162342804
85,673.6130527394927
86,639.593024905063
87,249.30873989873416
88,1652.1199939298115
89,17.84688341772222
90,84.72476363894647
91,425.46626973958
92,307.804104898401
93,184.76181568304733
94,91.61534200790132
95,802.4715033461924
96,102.07659019124773
97,606.396513207729
98,424.3986572900772
99,871.366454871586
100,441.7733417422045
101,886.6264108248573
102,88.05156839628178
103,88.75872760522029
104,936.9061306984482
105,640.6253752271787
106,277.3831730678978
107,201.19062294986938
108,256.53355343920094
109,514.3102739745573
110,317.98428363995725
111,315.9134035754647
112,215.0376430554683
113,2389.8996845206634
114,530.1296693480032
115,1485.0772301742657
116,109.89457000975747
117,355.2579219638976
118,714.3775245102044
119,448.11107240912776
120,25.14206700493026
121,340.1465179176559
122,292.4661536162063
123,448.99441543694894
124,88.4843957027018
125,1366.267052599139
126,223.14885095495274
127,706.0251658664173
128,283.7589298950487
129,87.55503244629863
130,53.32344891722148
131,664.7611504211443
132,408.25389187899003
133,680.6440857165202
134,578.7266351415086
135,129.68318467277317
136,469.47548698345327
137,211.7407142237795
138,636.2797060155507
139,468.87216013763515
140,170.36164146582118
141,63.395118534388395
142,308.7950978340407
143,891.5765714993187
144,194.96582902247138
145,258.90585561532225
146,130.72971360358795
147,301.30121301210204
148,193.33269807421698
149,1405.6798755727061
150,107.41520404817298
151,232.68319331451983
152,241.14550469612897
153,315.4543806443279
154,96.83277945019492
155,320.75241057479695
156,698.553161704222
157,264.122488960687
158,288.1309781592869
159,395.91660542120434
160,246.72457022768668
161,909.5277337115297
162,405.7419539642379
163,42.44337650360539
164,634.6850353602086
165,385.9545663602638
166,424.7263565098738
167,212.24225671614406
168,75.79373293656404
169,52.98406951988294
170,500.6946342091064
171,142.87456085080188
172,291.3749382610303
173,22.094540583347932
174,155.83758878623365
175,157.31863086452435
176,273.6001425742218
177,131.00961032781632
178,339.9777746093683
179,72.21924108686935
180,220.50910507585445
181,179.567966195159
182,152.69463343660698
183,161.9426550417845
184,1058.2880845604889
